review	aspect	sentiment
Get your family member out of jail . We can help you . Bailing Service Riverside CA . http://t.co/tRnwqMl	Bailing Service	0
I posted a new photo to Facebook http://fb.me/GmjaP4y7	Facebook	0
Ahmadiyya refugees from Pakistan release from immigration detention in Bangkok ( 6/6/11 ) ... http://fb.me/HfSMDIcr	Ahmadiyya	0
Trying out http://www.snip.ly/ - highlight anything online and share it on facebook or twitter	facebook	0
IT objectives have to support the business and IT risks have to be controlled , says Dr Hazim #SWC2011	Dr Hazim	0
From SEOconsulting's archive s: Google Doodle HTML5 September 7th 2010 http://t.co/ngdUwktE via @BlogGlue	Google	0
"I posted 9 photos on Facebook in the album """" http://t.co/lf87X0Nu"	Facebook	0
Life is a gift , and it offers us the privilege , opportunity , and responsibility to give something back by becoming more . Tony Robbins	Tony Robbins	0
There is always something left to love . And if you ain't learned that , you ain't learned nothing . - Lorraine Hansberry	Lorraine Hansberry	0
Young Entrepreneurs Ask Jack Dorsey Question s: By Scott Budman and Sajid Farooq Jack Dorsey , the Co-Founder and ... http://t.co/yZW5xx3F	Jack Dorsey	0
cute baby laughing - YouTube : Add to . Cute Baby laughing !!! by butter83323103 view s; Thumbnail 3 : 15 . Add to . Top ... http://t.co/uWpyCjcX	YouTube	0
Obama Administration Requests More Money for IR S: By Michael Cohn , Accounting Today The Obama administration has ... http://t.co/pxMgtxnX	Obama	0
Mockton proposes mining industry news ventures in Australia : http://t.co/s8e34tDt	Mockton	0
46851303672 RT @BBCWorld: Russia expresses regret and concern over uranium enrichment	@BBCWorld:	0
Mariam AL-Khawaja do not represent me nor #Bahrain http://twitition.com/9f4zr	Mariam AL-Khawaja	-1
IAP Election Awareness Survey : http://t.co/7IEiW6v via @stepindia	IAP	0
Not following anyone on Twitter because of privacy issues ? Protecting Your Privacy with Twitter ! http://fb.me/VxfQC74E	Twitter	-1
People & Entertainment Prince Harry takes in a show â in Vegas - Press Heral d: Press HeraldPeople & Entertainmen ... http://t.co/OebduPLR	Prince Harry	0
Baseball Warehouse : Easy To Understand Information @ http://t.co/5ONMr3x9	Baseball Warehouse	1
With my sister in sch ! Life sucks ... @Gurvirkhaira http://t.co/nLhgCDh2	my sister	0
scarlet want to share picture from PicMix http://t.co/5QAEgwym #mypicmix	scarlet	0
ALL I WANT TO COMMENT ON IS TAEYEON'S JAWLINE	TAEYEON'S	0
stock quotes :) http://t.co/Ohjbiu7 ebay MSN Money Stock Quotes DJIA index djx stock market today investing news mid-day : Learning and ...	MSN	0
â If you don't see yourself as a winner , then you cannot perform as a winner . â - Zig Ziglar . Plz RT #quote	Zig Ziglar	0
kannan and velmurugan took me back to the last college days #thank you very much	kannan	1
UFC : Davis-Machida , Nick Fairley , MLB Game 162 : http://t.co/AUTpWDfk	UFC	0
Watching stepmom on HBO hits . forgot how good the movie was !! Sobbing into my lunch . #fb	HBO	0
What is it with the #RIM website ? ! How long will it be down for maintenance ? This sucks !!! # Blackberry , why ? !	#RIM	-1
David Beckham wants ''one or two more'' children with his wife to expand their existing brood . http://t.co/Ct7lXNzD	David Beckham	0
@BarackObam Syria !! The snipers weren't killing enough so they've sent army tanks to murder ppl in their sleep ! Plz put sanctions on Assad	@BarackObam	-1
Sonoma winery surprises with additional donation at Southwest Florida Food ... http://t.co/OSg2KMuO	Southwest Florida Food	0
House Defeats Amendment to Drop DNS Blocking from Stop Online Piracy Act : The House Judiciary Committee defeated ... http://t.co/Qbt5pVck	House	0
@stephaniecapon1 G ball THC feat Jones -close people please leave feed back tell us what you think http://t.co/Z8xYuBvY	Jones	0
Nice Success Story on Facebook how purEffect really cleaned her skin and got rid of her acne . Take A Look -------&gt ; http://inv.lv/pnDLBK	Facebook	0
Apple â s Next iOS Tablet Might Be Called iPad HD Instead Of iPad 3 : http://t.co/Bbay8kFf	Apple	0
I posted a new photo to Facebook http://t.co/i4iGBTA	Facebook	0
Photo : Game of thrones first two books ! Just got them and my pocket is awfully light ! ( Taken with Instagram ... http://t.co/10fUfUE6	Instagram	0
# Baseball : Owasso chooses new management for youth baseball http://bit.ly/aAereM	Owasso	0
Spider Attack - National Geographic Photo Contest 2011 - National Geographic http://t.co/8mxxEtEh via @NatGeo	National Geographic	0
My Twitter value is $ 95.50 , according to http://www.twalue.com ... What about yours ? #twalue	Twitter	0
I favorited a @YouTube video http://t.co/Gg5mOU5x Windoro Window-Cleaning Robot Demo	Windoro	0
@zhongxueyin I don't know about it , as you know , I am only a beginner on twitter , in any case , feel sorry for any inconveniences caused .	twitter	0
fontella_w : How to make $ 1 , 000 , 000 in 7 days http://t.co/5xlNylLk http://t.co/teG2ARj4	fontella_w	0
Warner Bros . Celebrates 'Casablanca's' 70th Anniversary With Theatrical ... : This screening , titled Turner Class ... http://t.co/u5Uthfq6	Warner Bros	0
Stop bleeding with Sarang Semut . Let us visit the site in..http://tinyurl.com/yhuhawj	Sarang Semut	0
@robinsvine we review company replicated sites use by independent consultants . Here's our R+F site review : http://ow.ly/4CLH8	@robinsvine	0
CSK rocks .. they did again ..	CSK	1
I liked a @YouTube video http://t.co/whIzvTVf LOU REED Walk on the wild side	LOU REED	1
Eva sound extra glad to have a paying gig . She stressing every consonant and vowel in the sentence . #HairBattleSpectacular	Eva	1
@mjanepurcell You're welcome . I welcome the opportunity to connect with you on Facebook . Take care .	Facebook	1
Strike was threatened by GdF air traffic controllers union Germany on 16 Feb . 2012 . This could affect the flight s: http://t.co/DbGhcMIo	GdF	-1
Another great item from straightsilverinc on eBay http://www.froo.co/2eQZryF00s	straightsilverinc	1
Doing Business in Italy : From Katie Morell : For the outsider , living and working in Italy is a practice in patie ... http://t.co/33CYlOQ6	Katie Morell	0
jlkVisions Colorado Springs , CO Currently offering 10 % off our design services . Sche http://t.co/ccJWyBrv ColoradoSprings Weddings #coupon	jlkVisions	0
@alex_zawisza @_MiSSViCTORiAA ... and you guys declare that through Twitter ?	Twitter	0
@leonbolier Heard you gonna play in Kiev soon . Will you make us any surpises in your set ? Denis Borisenko , Kiev , Ukraine .	Denis Borisenko	0
Jessica Simpson Pregnancy Cravings Do Not Include Pizza : What She Wants Instea d: Jessica Simpson is pr ... http://t.co/vnahvqOr pregnancy	Jessica Simpson	0
New Google Search Tool s: Why Are They Important To Your Automotive Ad Agency ? http://bit.ly/9lWwOs	Google	1
American Idol Aaron is my favorite !	Aaron	1
Still Suicide Shopping to Ben Bernanke â s Last Dance http://t.co/gisAsqWc	Ben Bernanke	0
Yesterday , Apple released iOS 5.0.1 , the first update to the company's latest iOS 5.0 mobile operating system and ... http://t.co/qDgse9u7	Apple	1
Kiranji , what will be the end outcome of whole exercise ? Do you think these politicians will ready be ready to implement the same Lolpal Bill ?	Kiranji	0
Soccer : Zinedine Zidane is playing the role of peacekeeper at Real Madrid - ESPN http://es.pn/ft8viT	Zinedine Zidane	0
Justin Bieber Bought New $ 10 Million Huge Mansion In Cali Other Day , New Photo - OnTheFlix : Justin Bieber bought .. http://t.co/RrWgMn4R	Justin Bieber	1
Those Iranian/Chinese dissent suppressors in the UK Home Office , gearing up to blind & maim protesters more efficiently http://t.co/udSd7DhM	UK Home Office	0
Russian FSB exploded civil houses in Russia and blamed in this Chechens- formal reason for starting second Chechen war	Russian FSB	-1
@JeffreyMHebb I will Jeffrey and you too ! I put more faith in the one doing #goodthings through me than I do just me though ....	Jeffrey	1
It's a long shot , but if you need a beccles handyman you can call Ryan Gaze at http://t.co/qiIFduT	Ryan Gaze	1
Become an artist at the animation academy dismarks disney social news ...	disney	0
"@majidahhashim Already ? Wow - I think at ASUR we're going to wait until it's ""official"" before we go AOSS ..."	ASUR	0
Greece , Portugal , Ireland Government Bonds Fall ; ECB May Signal Rate Path - Bloomberg http://t.co/Q6YXlPt via @BloombergNow	ECB	0
@WeGotEd Keep it up Ed ..... these idiot republicans . I am starting to wonder WHERE on God's Earth do these people come from . JD	Ed	1
"""Fabulous book ... thought provoking and humorous."" - Teresa - Nice Knowing You - $ 2.99 Kindle eBook - http://t.co/FhpHIL4s #kindle"	Teresa	1
@TIME Something similar happened in Colombia when voters believe Mockus sickness was a problem to rule the country	Mockus	-1
"Willem de Kooning ""Art never seems to make me peaceful or pure."""	Willem de Kooning	0
Knocked off loh ! D & D tonight . Went shopping w @bewitchingsmile during lunch !	D & D	1
The Call of True Islam : http://t.co/fEzXEK7	Islam	0
Ugarit News || #Syria || [ 11 Dec 2011 ] Al-Bayadah , #Hom s: The martyr Fouad Kan'an along with his Mother , sister , ... http://t.co/UoSl3D0o	Ugarit News	0
New post : Credit Card Debt Consolidation : Apply Today - BigNews.biz ( press release ) ( http://cli.gs/edTHt)	BigNews.biz	0
Drooled at the Apple store . http://t.co/rBnX98i7	Apple store	1
""" @ BrianCarriveau : Mason Crosby's 633 career points is the most in NFL history by a player in his first five seasons."" AMAZING !!!"	Mason Crosby's	1
Ohio suspect rarely spoke about home : T.J . Lane didn't belong to any particular clique in the schools he attende ... http://t.co/wxrHFchF	T.J . Lane	0
as you've heard , AJ left twitter without saying goodbye nor revealing his reasons . this is why some KissMes are trying to trend # ComeBackAJ .	AJ	0
Who controls the past controls the future . Who controls the present controls the past ... George Orwell .	George Orwell	0
New Blog Post :: NCCCO approves calculator use http://t.co/Er7FSkGE	NCCCO	0
@aronraju Bangalore times , i have seen.It's a supplement available only at Bangalore .. Why it was not happened front page of Times of India .	Bangalore times	1
@HBSAlumni YESMENA http://t.co/sB2R7eYL - a social enterprise initiative for MSMEs in the MENA region	YESMENA	0
KEEP UP THE GREAT WORK - Call your senator NOW @350USA In 24 hours we sent 781 , 000 messages opposing Keystone XL http://t.co/KZXqtX48 #noKXL	Keystone XL	-1
Write for Human Rights ! ( Via Amnesty International ) http://t.co/qJDGMHgp	Amnesty International	0
White Horse keyboards by Taylor Swift http://t.co/H9em6zG via @echords	Taylor Swift	0
Ã¢ÂÂ An eye for eye only ends up making the whole world blind . Ã¢ÂÂ Mohatma Gandhi .	Mohatma Gandhi	0
Chiquita CEO shares his road map to succe ss: In Charlotte , Chiquita is looking to hire people for finance , infor ... http://t.co/KwBVHOdq	Chiquita	0
its coming on ! come on wagner !	wagner	1
Mouth-watering Red Zone Buffalo Wing s: http://bit.ly/dvfCa1	Red Zone	1
Dan had a great kickstart today to achieve his goal . He's hooked on a new daily sms service ! spon http://tinyurl.com/2d2sa6h	Al Jazeera	0
If I had to live my life again , I'd make the same mistakes , only sooner . Tallulah Bankhead	Tallulah Bankhead	0
Get in the spotlight like Wills and Kate with an intro video on your site ! http://VideoSoundandPhoto.com. 10 % discount till 2nd May !	Wills	1
Ã¢ÂÂ @ nytime s: Jailed Afghan Woman Freed but Urged to Marry Rapist http://t.co/cSAR0cO2Ã¢ÂÂ //WTF ?	nytime s:	0
@Dr_Singel since last week after work I pass by macdonalds to get mcflurry â¥ can't get enough of it	macdonalds	1
Serbia set for 'historic' leap into EU http://t.co/w7i2Wjp7	EU	0
I posted a new photo to Facebook http://t.co/Z4Rkrns	Facebook	0
see : Berbatov To The Rescue - But Manchester United's Endless Desire To Win Means They Will Always Find A Hero From ... http://bit.ly/gK9mS7	Berbatov	0
Check this video out -- Coca Cola Content 2020 Part One http://t.co/Vn2XJ95D via @youtube	Coca Cola	0
The GOP didn't want our troops to withdraw from Iraq . *SMH* Can't imagine the Republicans running the show . #Obama2012	GOP	-1
#039 http://t.co/MPm4zhc I cant find a photo by John Lennon Yoko Ono . Hes laying on her in a bed , if you have the photo , please ...	John Lennon Yoko Ono	0
Gene Simmons Of Kiss On Marketing . An interview that is great ! Steve Baldwin is in there too.| http://ow.ly/5cTU9	Gene Simmons	1
"""The mind is its own place , and in itself , can make heaven of Hell , and a hell of Heaven."" ~John Milton"	~John Milton	0
Hell nahh ! Each swisher sweet costs $ 3 in Mexico , crazy .	swisher	-1
@TeamNeulife dun knw if im 1 of d winner if im- Snehanshu Gupta Calcutta Cycle Store Reti Chowk Gorakhpur Uttar Pradesh 273001 09935160160	Snehanshu Gupta Calcutta Cycle Store	0
Internet Marketing and Business Consultant Services Gap Filled with Launch of ... : ( PRWEB ) February 29 , 2012 In ... http://t.co/lV5RXPQO	Internet Marketing and Business Consultant Services	0
The Manx flag +soil from our parliamentary home Tynwald Hill has recently been taken to space by #iom astronaut Nicole Stott #twestival	Nicole Stott	0
Earn Facebook Credits By Eating Taco Bell with Plink http://t.co/AycGR04C	Facebook	0
So his stock was worth laughing at ? RT @STcom : Peeing Frenchman sues Google for making him 'laughing stock' http://t.co/iepC5GYg	Google	0
J Lo ?? had gained a new respect for you on AI but now ? what was that you wore ?	J Lo	-1
Steve Jobs and the Seven Rules of Success http://t.co/oqhgafQ6	Steve Jobs	1
@MsAmberPRiley i love you . Happy Birthday . Welcome to Russia	@MsAmberPRiley	1
A great back story of a famous photo taken of Terry . The photo was shot by Peter Martin , a long time friend to The ... http://t.co/2MaihQfv	Terry	1
http://bit.ly/aaRbLw Craft Utopia blog ~ Long awaited Die Cuts by Design House have die cut decoupage	Design House	1
BBM Convo . Me : Where's my wallet . Coworker : I sent it with Salma coz she will cum earlier .	Salma	0
Scarlett Johansson Has Joined The Growing List Of Famous Actresses Who Also Direct http://t.co/EI6CXFPF	Scarlett Johansson	0
California Cellphone Ban Reduced Traffic Related Deaths , Injuries , Berkeley Study Finds http://t.co/yyCJxU0F via @HuffingtonPost	Berkeley	0
@andersoncooper Please RT : Rally for # Syria , # Libya , #Yemen this Friday April 22 at the UN 47th St and 1st Ave in NYC at 4 PM Ã¢ÂÂ	@andersoncooper	0
Chang & Eng bunker the most famous conjoined twins in history	Chang & Eng bunker	1
THREE BASIC INGREDIENTS FOR YOUR FACEBOOK RECIPE http://t.co/WXqxdPWa	FACEBOOK	0
Join Empire Avenue to start earning virtual currency , and drive engagement online ! http://t.co/uu201OX2	Empire Avenue	1
I posted a new photo to Facebook http://t.co/NbOPYNwy	Facebook	0
You only have to do a very few things right in your life so long as you don â t do too many things wrong . â Warren Buffett	Warren Buffett	0
Focus Academy - Training and Media Consulting , Lebanon - http://www.lebweb.com/site/lebanon-focusacademy-tv-121416	Focus Academy	0
Earn money as a distributor yourself . My distributor code : 330000122137 and name IAN THESEE http://www.foreverliving.com	IAN THESEE	0
How do you know google is a woman ? She won't let you finish the whole sentence before she starts guessing and suggesting ! #google	google	0
Divers Find 230-Year-Old Champagne in Baltic Shipwreck : Discovery News http://shar.es/0m1An	Discovery News	0
Splendid Saturday ; awesome virgin drive-in cinema experience , good unhealthy food , clarke quay , wink murderer , all w good company (:	clarke quay	1
I liked a @YouTube video http://t.co/QB1SeLvr IN THE COMPANY OF WOLVES ( HQ Live )	@YouTube	0
@TommyDeeTKB memories son ! Let's go Ravens	Ravens	1
Racism : Mexicans are mislabeled as lazy in order to allow Walmart and other corporations to work them like dogs .	Walmart	-1
BP Unlikely To Return To Bumper Dividend Despite Settlement : BP PLC ( BP.LN , BP ) expects to keep raising its divi ... http://t.co/s74BoLeI	BP	0
Energy efficiency most effective to tackle climate change ( TotalAction ): Energy efficiency topped the rankings a ... http://t.co/r7MqZeVe	TotalAction	0
@RCBTweets Dilshan will sit out i think ..	Dilshan	0
Shaklee News Dr Forrest C Shaklee Story YouTube - YouTube : Dr Forrest C . Shaklee- The Founding Father of S ... by ... http://t.co/KW3XxTii	Shaklee News Dr Forrest C Shaklee	0
Veteran writer Anis Mansour succumbs to pneumonia at 87 - Politics - Egypt - Ahram Online http://t.co/NEgKZvMi	Anis Mansour	0
Singapore Airshow opens tomorrow . http://t.co/IXSFykZD Attend UKTI's networking session from 3 - 5pm !	UKTI's	0
.. I don't do business from my FB profile . The photos aren't a negative portrayal - they just show I didn't spend my weekend working ! Urgh !	FB	0
New blog post : Giants - Part 4 - Medical Remedies - RIP Sandy Allen : http://tinyurl.com/2fat8l5 Go now !	Giants	0
Check out this job on BeLinked ! , Office Coordinator ( http://t.co/i0zmvWXR)	BeLinked	1
@ShellyLynott If you could review it on Amazon , then I could owe you one .	Amazon	0
@andrewsginsburg No we are just online now . We have brand called 3bar that we are going to bring to bars .	3bar	0
Did It Suck Review ... The Town , Ben Affleck --&gt ; http://ow.ly/2JHg2 ... Meet Your Critics updated . Meet Andy Hughes --&gt ; http://ow.ly/2JHg3	Ben Affleck	0
Qatar adopts new listing and IPO rules - MENA1 Monday 3 Jan '12 Round up http://t.co/dneOgUgJ	IPO	0
David Lee Roth to Reunite With Van Halen ! : The band announces a brand-new tour with its original frontman , with ... http://t.co/tXXNel7G	David Lee Roth	1
We are pencils in the hand of a writing God , who is sending love letters to the world. -- Mother Teresa	Mother Teresa	0
My sir Ataus Samad at University of Dhaka and my leader Begum Zia . http://t.co/9UhqX2db	Ataus Samad	0
My nails ended up more 'USC' looking than I had intended . http://t.co/PEzXbPDD	'USC'	0
Joy is not the absence of suffering . It is the presence of God . ( Robert Schuller )	Robert Schuller	0
u guys sucks switch to @android @BlackBerry @BlackBerryHelp	@android @BlackBerry	1
According to @Klout , @armanmf9 's Klout score is 10 . How influential are you ? http://t.co/vIPgb9i	Klout	0
Reggie Bush needs to kill off those orange gloves . #ugly	Reggie Bush	-1
Gufiaito Ice Cream http://t.co/n0zD2w8T	Gufiaito Ice Cream	0
Jonathan's been found . Best news I've had in a while !	Jonathan's	1
Playing At Forex International Currency Exchange | Free Grants Tips http://bit.ly/9QUs3m	Forex International Currency Exchange	0
"I posted 17 photos on Facebook in the album """" http://t.co/vzY1jixm"	Facebook	0
@ryo_kawashima From now on SG government will focus on entertainment faculty since it seems the life in SG is really stressful . needs outlet	SG government	-1
Lab Note s: Hope for Men Yet : ( MedPage Today ) -- Looks like the male of the human species is not due for the scra ... http://t.co/fIsRN0ZR	MedPage Today	0
â The Wizardry of Leadership â : Laghari â s 7-point formula for youth leadership http://t.co/699Tbv4s via @etribune	Laghari	0
The King of Pop â And Suspense ? | Peter Guber | Big Think http://t.co/AbCYczy via @AddThis	Peter Guber	0
